"2023-01-31 22:48:52pm "," insert "," INSERT INTO product_review(`product_id`, `star_rate`, `review_title`, `review_content`, `customer_id`, `customer_name`, `customer_email`, `review_date`) VALUES('118', '4', 'Good product', 'test test', '1', 'Roshni Mistry', 'roshni@gmail.com', '2023-01-31') "," ::1 "," URL: http://localhost/EthnicWear/submit-rating-reviews "," R: http://localhost/EthnicWear/order-detail?id=2"
"2023-01-31 22:59:31pm "," update "," UPDATE product_details SET `view_count` = 353 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:32pm "," update "," UPDATE product_details SET `view_count` = 354 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:32pm "," update "," UPDATE product_details SET `view_count` = 355 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:32pm "," update "," UPDATE product_details SET `view_count` = 356 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:33pm "," update "," UPDATE product_details SET `view_count` = 357 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:33pm "," update "," UPDATE product_details SET `view_count` = 358 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:34pm "," update "," UPDATE product_details SET `view_count` = 359 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:34pm "," update "," UPDATE product_details SET `view_count` = 360 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:35pm "," update "," UPDATE product_details SET `view_count` = 361 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:35pm "," update "," UPDATE product_details SET `view_count` = 362 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:36pm "," update "," UPDATE product_details SET `view_count` = 363 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:36pm "," update "," UPDATE product_details SET `view_count` = 364 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:37pm "," update "," UPDATE product_details SET `view_count` = 365 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:37pm "," update "," UPDATE product_details SET `view_count` = 366 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:38pm "," update "," UPDATE product_details SET `view_count` = 367 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:38pm "," update "," UPDATE product_details SET `view_count` = 368 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:39pm "," update "," UPDATE product_details SET `view_count` = 369 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:39pm "," update "," UPDATE product_details SET `view_count` = 370 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:40pm "," update "," UPDATE product_details SET `view_count` = 371 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:40pm "," update "," UPDATE product_details SET `view_count` = 372 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:41pm "," update "," UPDATE product_details SET `view_count` = 373 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:41pm "," update "," UPDATE product_details SET `view_count` = 374 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:42pm "," update "," UPDATE product_details SET `view_count` = 375 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:42pm "," update "," UPDATE product_details SET `view_count` = 376 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:43pm "," update "," UPDATE product_details SET `view_count` = 377 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:43pm "," update "," UPDATE product_details SET `view_count` = 378 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:44pm "," update "," UPDATE product_details SET `view_count` = 379 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:44pm "," update "," UPDATE product_details SET `view_count` = 380 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:45pm "," update "," UPDATE product_details SET `view_count` = 381 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:45pm "," update "," UPDATE product_details SET `view_count` = 382 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:46pm "," update "," UPDATE product_details SET `view_count` = 383 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:46pm "," update "," UPDATE product_details SET `view_count` = 384 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:47pm "," update "," UPDATE product_details SET `view_count` = 385 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:47pm "," update "," UPDATE product_details SET `view_count` = 386 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:48pm "," update "," UPDATE product_details SET `view_count` = 387 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:48pm "," update "," UPDATE product_details SET `view_count` = 388 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:49pm "," update "," UPDATE product_details SET `view_count` = 389 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:49pm "," update "," UPDATE product_details SET `view_count` = 390 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:49pm "," update "," UPDATE product_details SET `view_count` = 391 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:50pm "," update "," UPDATE product_details SET `view_count` = 392 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:50pm "," update "," UPDATE product_details SET `view_count` = 393 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:51pm "," update "," UPDATE product_details SET `view_count` = 394 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:51pm "," update "," UPDATE product_details SET `view_count` = 395 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:52pm "," update "," UPDATE product_details SET `view_count` = 396 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:52pm "," update "," UPDATE product_details SET `view_count` = 397 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:53pm "," update "," UPDATE product_details SET `view_count` = 398 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
"2023-01-31 22:59:53pm "," update "," UPDATE product_details SET `view_count` = 399 WHERE 1=1  and product_id = '118' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-maroon-solid-straight-kurta-m-maroon-vnky8c75-118 "," R: "
